,City,Colors Reported,Shape Reported,State,Time
14270,Vallejo,Red,VARIOUS,CA,8/19/1999 22:00
14271,Barstow,Red,VARIOUS,CA,8/20/1999 1:00
14272,Fort Smith,Red,CIRCLE,AR,8/20/1999 5:45
14273,Spokane,Red,SPHERE,WA,8/20/1999 14:00
14274,Crisp Point,Red,FORMATION,MI,8/20/1999 16:30
14275,Grove City,Red,LIGHT,PA,8/20/1999 21:00
14276,Granville,Red,DISK,OH,8/20/1999 21:30
14277,Akron,Red,LIGHT,MI,8/20/1999 22:00
14278,Minneapolis,Red,SPHERE,MN,8/20/1999 23:00
14279,White City,Red,CIRCLE,OR,8/20/1999 23:30
14280,Renton,ORANGE,CIGAR,WA,8/21/1999 2:00
14281,Lake Whitney,Red,TRIANGLE,TX,8/21/1999 3:00
14282,Renton,Red,LIGHT,WA,8/21/1999 15:15
14283,Snoqualmie Pass,Red,RECTANGLE,WA,8/21/1999 20:20
14284,Charlestown,Red,CIRCLE,IN,8/21/1999 21:40
14285,Colusa,Red,OVAL,CA,8/21/1999 23:00
14286,Easton,Red,RECTANGLE,MD,8/22/1999 0:30
14287,Oak Harbor,RED,LIGHT,WA,8/22/1999 1:00
14288,Syracuse,Red,OTHER,NY,8/22/1999 6:00
14289,Chicago,Red,OTHER,IL,8/22/1999 11:55
14290,Rocky Mount,Red,CIRCLE,NC,8/22/1999 13:30
14291,Dallas,Red,CIRCLE,TX,8/22/1999 19:30
14292,Lahaina,RED GREEN,SPHERE,HI,8/22/1999 20:00
14293,Redmond,Red,FIREBALL,OR,8/22/1999 21:15
14294,Cave Juntion,Red,CIGAR,OR,8/22/1999 21:30
14295,Hwy 199,Red,FIREBALL,CA,8/22/1999 22:00
14296,Two Rivers,Red,FIREBALL,WI,8/22/1999 23:00
14297,Portland,ORANGE,TRIANGLE,ME,8/22/1999 23:30
14298,Wilmington,Red,DISK,NC,8/23/1999 2:30
14299,Steelville,Red,SPHERE,MO,8/23/1999 12:00
14300,Ozark,Red,DISK,MO,8/23/1999 14:15
14301,Milford,Red,CIGAR,CT,8/23/1999 14:40
14302,Anaheim,Red,RECTANGLE,CA,8/23/1999 16:00
14303,Reno,Red,CIRCLE,NV,8/24/1999 1:03
14304,Sandy,Red,TRIANGLE,UT,8/24/1999 9:05
14305,Merced,RED,VARIOUS,CA,8/24/1999 9:10
14306,Boonville,Red,OTHER,MO,8/24/1999 19:50
14307,Ivanhoe,Red,LIGHT,CA,8/25/1999 0:00
14308,Hot Springs,Red,LIGHT,AR,8/25/1999 5:32
14309,San Jose,GREEN BLUE,LIGHT,CA,8/25/1999 9:00
14310,Reseda,Red,SPHERE,CA,8/25/1999 15:30
14311,El Dorado Hills,Red,FLASH,CA,8/25/1999 21:00
14312,Santa Cruz,Red,SPHERE,CA,8/25/1999 21:30
14313,Versailles,ORANGE,SPHERE,IN,8/25/1999 22:30
14314,Grapevine,Red,LIGHT,CA,8/26/1999 0:00
14315,Olympic National Park,Red,DISK,WA,8/26/1999 15:00
14316,Great Falls,Red,LIGHT,MT,8/26/1999 21:20
14317,Port Angeles,YELLOW BLUE,FIREBALL,WA,8/27/1999 0:15
14318,Auburn,Red,CIRCLE,WA,8/27/1999 5:30
14319,Newburgh,Red,TRIANGLE,NY,8/27/1999 19:00
14320,Southfield,Red,LIGHT,MI,8/27/1999 20:58
14321,Southfield,Red,LIGHT,MI,8/27/1999 20:58
14322,Brier,BLUE,CHEVRON,WA,8/27/1999 22:30
14323,San Diego,ORANGE,CIRCLE,CA,8/28/1999 2:00
14324,Burbank,Red,LIGHT,CA,8/28/1999 5:31
14325,New York City,Red,SPHERE,NY,8/28/1999 11:45
14326,Albuquerque,Red,LIGHT,NM,8/28/1999 18:00
14327,Wichita,Red,CIGAR,KS,8/28/1999 20:00
14328,Granada Hills,Red,FLASH,CA,8/28/1999 20:40
14329,New York City,Red,CIRCLE,NY,8/28/1999 22:00
14330,Chicago,Red,CIRCLE,IL,8/28/1999 22:10
14331,Oshkosh,Red,SPHERE,WI,8/29/1999 15:00
14332,Temple City,Red,LIGHT,CA,8/29/1999 20:35
14333,Temple City,RED,LIGHT,CA,8/29/1999 20:35
14334,Bloomington,Red,TRIANGLE,MN,8/29/1999 22:00
14335,Manitowoc Rapids,Red,FIREBALL,WI,8/29/1999 22:15
14336,Raquette Lake,Red,LIGHT,NY,8/30/1999 22:30
14337,"Raquette Lake, adirondack mts.",Red,LIGHT,NY,8/30/1999 22:30
14338,Lumberport,Red,LIGHT,WV,8/31/1999 1:00
14339,Elko,Red,LIGHT,NV,8/31/1999 20:30
14340,Elko,Red,LIGHT,NV,8/31/1999 20:30
14341,Madison,Red,CIRCLE,NC,8/31/1999 21:10
14342,Coral Gables,RED ORANGE,CIRCLE,FL,8/31/1999 21:30
14343,Havana,Red,FIREBALL,IL,8/31/1999 22:45
14344,Hunter,Red,TRIANGLE,NY,8/31/1999 23:00
14345,Matthews,Red,CHEVRON,NC,8/31/1999 23:30
14346,Batesville,Red,LIGHT,TX,9/1/1999 0:00
14347,Junction City,RED,TRIANGLE,OH,9/1/1999 0:00
14348,Willsboro,Red,CIRCLE,NY,9/1/1999 0:00
14349,Santa Cruz,Red,LIGHT,CA,9/1/1999 1:00
14350,Tinley Park,RED BLUE,TRIANGLE,IL,9/1/1999 1:00
14351,Bothell,Red,FORMATION,WA,9/1/1999 1:15
14352,Wadsworth,ORANGE,LIGHT,OH,9/1/1999 4:30
14353,Lincolnton,Red,VARIOUS,NC,9/1/1999 6:00
14354,Stockton,Red,FORMATION,CA,9/1/1999 6:30
14355,Cleveland,Red,LIGHT,OH,9/1/1999 12:45
14356,Chicago,Red,CIGAR,IL,9/1/1999 15:00
14357,Stuttgart,Red,CIGAR,AR,9/1/1999 16:00
14358,Flagstaff,Red,OVAL,AZ,9/1/1999 17:00
14359,Bicknell,Red,LIGHT,IN,9/1/1999 19:00
14360,Lakewood,Red,RECTANGLE,CO,9/1/1999 19:40
14361,Mexico,Red,LIGHT,MO,9/1/1999 19:40
14362,Vallejo,Red,LIGHT,CA,9/1/1999 19:40
14363,Gold Beach,Red,FIREBALL,OR,9/1/1999 20:30
14364,Suisun,Red,FORMATION,CA,9/1/1999 20:30
14365,Coon Rapids,Red,TRIANGLE,MN,9/1/1999 21:00
14366,Kapaa,Red,TRIANGLE,HI,9/1/1999 21:00
14367,Medford,ORANGE,VARIOUS,OR,9/1/1999 21:00
14368,Mica Mountain,Red,LIGHT,WA,9/1/1999 21:00
14369,Paola,Red,CIGAR,KS,9/1/1999 21:00
14370,Portland,Red,LIGHT,OR,9/1/1999 21:00
14371,Sunriver,Red,FIREBALL,OR,9/1/1999 21:00
14372,Portland,Red,OTHER,OR,9/1/1999 21:10
14373,Fairfield,Red,TRIANGLE,CA,9/1/1999 21:13
14374,Coos Bay,Red,OTHER,OR,9/1/1999 21:25
14375,Florence,Red,FIREBALL,OR,9/1/1999 21:25
14376,Alturas,Red,LIGHT,CA,9/1/1999 21:30
14377,Alturas,Red,FORMATION,CA,9/1/1999 21:30
14378,Auburn,Red,FIREBALL,CA,9/1/1999 21:30
14379,Auburn,Red,FIREBALL,CA,9/1/1999 21:30
14380,Beaverton,Red,LIGHT,OR,9/1/1999 21:30
14381,Black Rock City,Red,FIREBALL,NV,9/1/1999 21:30
14382,Black Rock City,RED,FIREBALL,NV,9/1/1999 21:30
14383,Chico,Red,FIREBALL,CA,9/1/1999 21:30
14384,El Dorado Hills,Red,LIGHT,CA,9/1/1999 21:30
14385,Eugene,RED,LIGHT,OR,9/1/1999 21:30
14386,Lake Trinity,RED,FIREBALL,CA,9/1/1999 21:30
14387,Marinwood,Red,TEARDROP,CA,9/1/1999 21:30
14388,Northern California,Red,OTHER,CA,9/1/1999 21:30
14389,Novato,Red,LIGHT,CA,9/1/1999 21:30
14390,Portland,RED,LIGHT,OR,9/1/1999 21:30
14391,Reno,Red,FIREBALL,NV,9/1/1999 21:30
14392,Saddleback Fire Lookout- Tahoe Natl. Forest- Downieville Dis,Red,LIGHT,CA,9/1/1999 21:30
14393,Vacaville,Red,TRIANGLE,CA,9/1/1999 21:30
14394,Wilsonville,Red,LIGHT,OR,9/1/1999 21:30
14395,Portland,Red,LIGHT,OR,9/1/1999 21:35
14396,Donner Summit,RED,LIGHT,CA,9/1/1999 21:40
14397,Orland,Red,FIREBALL,CA,9/1/1999 21:40
14398,Portland,Red,LIGHT,OR,9/1/1999 21:40
14399,Sacramento,Red,VARIOUS,CA,9/1/1999 21:40
14400,Santa Barbara,ORANGE,CIGAR,CA,9/1/1999 21:45
14401,Nenana,Red,LIGHT,AK,9/1/1999 22:00
14402,Orwigsburg,Red,DIAMOND,PA,9/1/1999 22:00
14403,Santa Barbara,ORANGE,CIGAR,CA,9/1/1999 22:30
14404,Spokane,Red,TRIANGLE,WA,9/1/1999 22:30
14405,Alaska,Red,LIGHT,AK,9/1/1999 23:00
14406,Brier,Red,FORMATION,WA,9/1/1999 23:00
14407,Chico,BLUE,OTHER,CA,9/1/1999 23:00
14408,Everett,Red,LIGHT,WA,9/1/1999 23:30
14409,Huntington,Red,RECTANGLE,WV,9/1/1999 23:30
14410,Independence,Red,OTHER,MO,9/1/1999 23:30
14411,Lima,ORANGE,LIGHT,OH,9/1/1999 23:30
14412,Murfreesboro,Red,FIREBALL,TN,9/1/1999 23:58
14413,St. Louis,Red,LIGHT,MO,9/2/1999 0:45
14414,Los Angeles Airport,Red,OTHER,CA,9/2/1999 2:00
14415,Dallas,Red,LIGHT,TX,9/2/1999 3:15
14416,Gold Beach,Red,LIGHT,OR,9/2/1999 3:30
14417,New Orleans,Red,LIGHT,LA,9/2/1999 3:30
14418,Vancouver,RED,SPHERE,WA,9/2/1999 13:00
14419,Galva,Red,VARIOUS,IL,9/2/1999 20:00
14420,Central Lake,Red,CYLINDER,MI,9/2/1999 20:30
14421,Seward,Red,LIGHT,AK,9/2/1999 21:00
14422,Seward,Red,LIGHT,AK,9/2/1999 21:00
14423,Beckley,Red,OTHER,WV,9/3/1999 0:00
14424,Savannah,Red,FIREBALL,GA,9/3/1999 1:30
14425,Hackensack,Red,SPHERE,NJ,9/3/1999 4:45
14426,New Smyrna Beach,Red,CIRCLE,FL,9/3/1999 10:30
14427,San Jose,Red,OTHER,CA,9/3/1999 12:38
14428,Salem,Red,CHEVRON,OR,9/3/1999 20:30
14429,Tonasket,Red,LIGHT,WA,9/3/1999 21:00
14430,Bloomington,Red,CYLINDER,IN,9/3/1999 21:20
14431,Salinas,GREEN,LIGHT,CA,9/4/1999 0:30
14432,Pittsburg,Red,OTHER,CA,9/4/1999 0:38
14433,Santa Clara,Red,LIGHT,CA,9/4/1999 0:40
14434,Indianapolis,BLUE,CYLINDER,IN,9/4/1999 8:40
14435,Red Rock Canyon,RED,LIGHT,NV,9/4/1999 11:00
14436,Conway,Red,LIGHT,AR,9/4/1999 20:00
14437,New York City,Red,TRIANGLE,NY,9/4/1999 20:00
14438,Grand Rapids,BLUE,LIGHT,MI,9/4/1999 21:00
14439,Richmond,ORANGE,TRIANGLE,IN,9/4/1999 21:24
14440,Ridgefield,Red,LIGHT,WA,9/4/1999 21:30
14441,Brighton,Red,FIREBALL,IA,9/4/1999 22:30
14442,Nashville,Red,LIGHT,TN,9/4/1999 22:30
14443,Summerville,Red,CIRCLE,SC,9/4/1999 22:30
14444,Tonasket,Red,LIGHT,WA,9/4/1999 23:00
14445,Redmond,Red,LIGHT,WA,9/5/1999 0:30
14446,Sevierville,RED GREEN BLUE,CIRCLE,TN,9/5/1999 0:40
14447,Grand View,Red,FORMATION,WI,9/5/1999 1:30
14448,Hudson River,RED,CIRCLE,NY,9/5/1999 4:20
14449,Placervile,GREEN,SPHERE,CA,9/5/1999 4:45
14450,Durham,Red,RECTANGLE,NH,9/5/1999 6:15
14451,Sutton,Red,DISK,WV,9/5/1999 6:30
14452,Berkeley,Red,CIGAR,CA,9/5/1999 10:30
14453,Hawkinsville,Red,DISK,GA,9/5/1999 13:33
14454,Zumbrota,Red,CIRCLE,MN,9/5/1999 20:50
14455,Tustin,Red,LIGHT,WI,9/5/1999 21:30
14456,Cedar City,Red,LIGHT,UT,9/5/1999 21:33
14457,Wiley,Red,LIGHT,WA,9/5/1999 22:10
14458,Brule,Red,FORMATION,WI,9/5/1999 22:30
14459,Green Ridge St Forest,RED GREEN,LIGHT,MD,9/5/1999 22:30
14460,Hanford,GREEN,FIREBALL,CA,9/5/1999 22:30
14461,West Liberty,ORANGE GREEN,LIGHT,KY,9/5/1999 22:30
14462,Baker,Red,OVAL,CA,9/6/1999 0:30
14463,Minneapolis,BLUE,LIGHT,MN,9/6/1999 0:40
14464,Carrollton,YELLOW,FLASH,TX,9/6/1999 2:00
14465,Columbia,Red,LIGHT,NH,9/6/1999 3:00
14466,Kingman,Red,FIREBALL,AZ,9/6/1999 9:40
14467,Frankfort,Red,CIGAR,IL,9/6/1999 19:15
14468,DePere,Red,LIGHT,WI,9/6/1999 20:00
14469,Sulphur Springs,Red,LIGHT,TX,9/6/1999 20:17
14470,Highland Park,Red,TRIANGLE,MI,9/6/1999 23:45
14471,Central Florida,Red,LIGHT,FL,9/7/1999 0:00
14472,Traverse City,Red,LIGHT,MI,9/7/1999 0:00
14473,Austin,RED,DIAMOND,TX,9/7/1999 1:00
14474,Salem,GREEN,OTHER,OR,9/7/1999 1:00
14475,Witchita Falls,ORANGE,FIREBALL,TX,9/7/1999 2:00
14476,Orlando Flrida,Red,FIREBALL,FL,9/7/1999 3:00
14477,Madison,RED,LIGHT,WI,9/7/1999 3:35
14478,Norman,RED,LIGHT,OK,9/7/1999 3:55
14479,Clarendon,ORANGE,LIGHT,AR,9/7/1999 4:00
14480,Charlotte Cty to Sarasota on Hwy. 75,Red,LIGHT,FL,9/7/1999 5:00
14481,Manasota Key,Red,FIREBALL,FL,9/7/1999 5:00
14482,Slidell,ORANGE GREEN BLUE,DISK,LA,9/7/1999 5:00
14483,Tampa,Red,OTHER,FL,9/7/1999 5:00
14484,South Miami,BLUE,FIREBALL,FL,9/7/1999 5:03
14485,Tavares,Red,CIGAR,FL,9/7/1999 5:04
14486,"Ocoee, FL but reported on radio as far south as Lake Wales,",Red,OTHER,FL,9/7/1999 5:05
14487,"Poinciana,Lake Wales,Lake Helen,Kissimmee",Red,VARIOUS,FL,9/7/1999 5:05
14488,St. Petersburg,Red,CIGAR,FL,9/7/1999 5:10
14489,Gulfport,RED,SPHERE,MS,9/7/1999 5:40
14490,Los Angeles,Red,OVAL,CA,9/7/1999 7:15
14491,Gallatin,Red,CYLINDER,TN,9/7/1999 12:15
14492,Elk Grove,Red,LIGHT,CA,9/7/1999 20:07
14493,Rhinelander,RED GREEN,TEARDROP,WI,9/7/1999 21:18
14494,Pierceton,Red,CONE,IN,9/7/1999 21:30
14495,Sumner,Red,FORMATION,WA,9/7/1999 22:30
14496,Salem,Red,OTHER,OR,9/7/1999 22:35
14497,Lake Oswego,Red,LIGHT,OR,9/7/1999 22:37
14498,Austin,RED BLUE,LIGHT,TX,9/7/1999 23:00
14499,Andover,GREEN,LIGHT,MA,9/8/1999 1:30
14500,French Village,Red,FIREBALL,MO,9/8/1999 12:00
14501,Prairie View,Red,LIGHT,IL,9/8/1999 12:00
14502,Desert Aire,YELLOW,OTHER,WA,9/8/1999 19:00
14503,Alsea,Red,LIGHT,OR,9/8/1999 20:00
14504,Redding Airport,Red,LIGHT,CA,9/8/1999 20:57
14505,Alsea,Red,FORMATION,OR,9/8/1999 21:00
14506,Denver,Red,LIGHT,CO,9/8/1999 21:10
14507,Spokane,Red,FORMATION,WA,9/8/1999 21:45
14508,Bellingham,Red,TRIANGLE,WA,9/8/1999 21:58
14509,Albany,Red,TRIANGLE,OR,9/8/1999 22:00
14510,Renton,Red,LIGHT,WA,9/9/1999 0:40
14511,Mentor,Red,VARIOUS,OH,9/9/1999 2:00
14512,Los Altos,Red,CIRCLE,CA,9/9/1999 5:00
14513,Shasta,GREEN,FIREBALL,CA,9/9/1999 12:35
14514,Marathon,Red,DISK,FL,9/9/1999 19:00
14515,Bothell,GREEN,OTHER,WA,9/9/1999 22:00
14516,Mount Shasta,Red,LIGHT,CA,9/9/1999 22:00
14517,Santa Cruz,Red,OTHER,CA,9/9/1999 22:00
14518,Shasta,Red,DISK,CA,9/9/1999 22:00
14519,Florence,Red,LIGHT,MT,9/10/1999 2:00
14520,Vacaville,Red,FIREBALL,CA,9/10/1999 2:13
14521,Brentwood,ORANGE,LIGHT,TN,9/10/1999 3:15
14522,Milwaukee,Red,TRIANGLE,WI,9/10/1999 5:00
14523,Modesto,Red,FORMATION,CA,9/10/1999 12:35
14524,Fair Oaks,Red,CYLINDER,CA,9/10/1999 13:35
14525,Gardendale,Red,OTHER,AL,9/10/1999 14:05
14526,Kansas City,Red,TEARDROP,KS,9/10/1999 19:43
14527,Arlington,Red,OTHER,VA,9/10/1999 21:41
14528,Bremerton,Red,TRIANGLE,WA,9/10/1999 22:00
14529,Cotton,Red,TRIANGLE,MN,9/10/1999 22:00
14530,Atlanta,Red,LIGHT,GA,9/10/1999 22:29
14531,Houston,Red,SPHERE,TX,9/10/1999 22:30
14532,Pollock Pines,Red,LIGHT,CA,9/10/1999 23:00
14533,Fargo,Red,LIGHT,ND,9/11/1999 5:50
14534,Pasadena,Red,DIAMOND,MD,9/11/1999 15:30
14535,Puyallup,Red,LIGHT,WA,9/11/1999 16:08
14536,Brownwood,Red,DISK,TX,9/11/1999 19:00
14537,Casper,Red,TRIANGLE,WY,9/11/1999 20:00
14538,Spokane,YELLOW GREEN,FIREBALL,WA,9/11/1999 20:00
14539,Vernal,Red,CHEVRON,UT,9/11/1999 20:10
14540,Spokane,GREEN,LIGHT,WA,9/11/1999 20:24
14541,Spokane,Red,OTHER,WA,9/11/1999 20:25
14542,Spokane,Red,VARIOUS,WA,9/11/1999 20:25
14543,Clifton,Red,OVAL,NJ,9/11/1999 20:45
14544,New Milford,Red,OVAL,NJ,9/11/1999 20:45
14545,Paramus,Red,CIRCLE,NJ,9/11/1999 21:20
14546,Boise,BLUE,TEARDROP,ID,9/11/1999 21:30
14547,Bradley Beach,Red,LIGHT,NJ,9/11/1999 21:30
14548,Fort Edward,Red,TRIANGLE,NY,9/11/1999 21:30
14549,Kirkersville,Red,VARIOUS,OH,9/11/1999 21:57
14550,Charlotte,Red,LIGHT,NC,9/11/1999 21:58
14551,Cornelius,Red,LIGHT,OR,9/11/1999 22:00
14552,Grand Rapids,Red,FLASH,MI,9/11/1999 22:00
14553,Acton,GREEN,FIREBALL,CA,9/11/1999 22:16
14554,Newark,Red,DISK,NJ,9/11/1999 22:45
14555,Nantahala National Forest,Red,LIGHT,NC,9/11/1999 22:50
14556,Jordon,Red,LIGHT,MN,9/11/1999 23:00
14557,Roland Heights,Red,FIREBALL,CA,9/11/1999 23:00
14558,Campbell,Red,LIGHT,CA,9/12/1999 1:15
14559,Philadelphia,RED ORANGE YELLOW,CIRCLE,PA,9/12/1999 5:15
14560,Darlington,Red,DISK,SC,9/12/1999 10:00
14561,Navajo,Red,OVAL,AZ,9/12/1999 12:45
14562,Union,Red,LIGHT,NJ,9/12/1999 18:30
14563,Idaho City,Red,LIGHT,ID,9/12/1999 20:00
14564,Pagosa Springs,Red,CIGAR,CO,9/12/1999 20:55
14565,Olympia,Red,LIGHT,WA,9/12/1999 21:10
14566,Navarre Beach,ORANGE YELLOW,LIGHT,FL,9/12/1999 22:00
14567,Ashland,Red,FIREBALL,OH,9/13/1999 1:01
14568,Blanchardville,Red,OTHER,WI,9/13/1999 2:15
14569,Claremont,Red,LIGHT,CA,9/13/1999 4:00
14570,Selinsgrove,Red,LIGHT,PA,9/13/1999 4:25
14571,Newburyport,Red,OVAL,MA,9/13/1999 4:30
14572,Mt Rainier,Red,LIGHT,WA,9/13/1999 11:00
14573,Wilmington,Red,OTHER,MA,9/13/1999 11:30
14574,Bellingham,ORANGE,OVAL,WA,9/13/1999 20:30
14575,DePere,Red,CIRCLE,WI,9/13/1999 21:00
14576,St. Joseph,Red,LIGHT,MI,9/13/1999 22:05
14577,Tulsa,Red,FLASH,OK,9/13/1999 23:10
14578,Laurel,ORANGE,CIRCLE,MD,9/14/1999 6:00
14579,Federal Way,Red,CYLINDER,WA,9/14/1999 9:00
14580,Federal Way,ORANGE,CYLINDER,WA,9/14/1999 16:30
14581,Gresham,Red,VARIOUS,OR,9/14/1999 19:07
14582,Center Moriches,Red,LIGHT,NY,9/14/1999 20:00
14583,Bryan,Red,TRIANGLE,TX,9/14/1999 21:45
14584,Vancouver,Red,DIAMOND,WA,9/14/1999 22:00
14585,Mukilteo,GREEN,CIRCLE,WA,9/14/1999 22:29
14586,Egg Harbor,Red,LIGHT,WY,9/15/1999 0:00
14587,"Dayton,Trotwood,West Carrollton",Red,TRIANGLE,OH,9/15/1999 0:10
14588,Temecula,Red,SPHERE,CA,9/15/1999 1:30
14589,Terre Haute,Red,TRIANGLE,IN,9/15/1999 5:00
14590,Smithville,Red,LIGHT,TN,9/15/1999 7:00
14591,Bath,Red,TRIANGLE,ME,9/15/1999 9:00
14592,Minneapolis,Red,CIRCLE,MN,9/15/1999 18:50
14593,Nampa,Red,LIGHT,ID,9/15/1999 20:00
14594,Pomona,Red,LIGHT,CA,9/15/1999 20:15
14595,Rushville,Red,FIREBALL,IL,9/15/1999 20:50
14596,Danville,Red,LIGHT,VA,9/15/1999 21:00
14597,Lebanon,Red,TRIANGLE,OH,9/15/1999 21:00
14598,Rushville,ORANGE,LIGHT,IL,9/15/1999 21:05
14599,Nampa,Red,TRIANGLE,ID,9/15/1999 21:36
14600,Estacada,Red,VARIOUS,OR,9/15/1999 22:00
14601,Plantation,Red,TRIANGLE,FL,9/15/1999 22:00
14602,Santa Ana,Red,TRIANGLE,CA,9/15/1999 22:50
14603,Columbia Falls,Red,DISK,MT,9/15/1999 23:00
14604,Cedar Rapids,Red,LIGHT,IA,9/15/1999 23:30
14605,Secane,Red,LIGHT,PA,9/15/1999 23:45
14606,Elgin,Red,DISK,TX,9/16/1999 3:00
14607,Menomonie,Red,CIRCLE,WI,9/16/1999 4:04
14608,Menomonie,Red,EGG,WI,9/16/1999 4:05
14609,Menomonie,Red,CIRCLE,WI,9/16/1999 22:00
14610,Hinsdale,Red,OTHER,IL,9/17/1999 1:00
14611,Western North Carolina Mountains,Red,FIREBALL,NC,9/17/1999 5:35
14612,White Rock,Red,CIRCLE,SC,9/17/1999 6:10
14613,Payson,Red,SPHERE,UT,9/17/1999 16:30
14614,Honolulu,Red,CIRCLE,HI,9/17/1999 19:27
14615,Boring,Red,CIRCLE,OR,9/17/1999 20:11
14616,Anacoco,Red,DISK,LA,9/17/1999 20:50
14617,Canby,RED,CIRCLE,OR,9/17/1999 21:05
14618,Cheyenne,Red,LIGHT,WY,9/17/1999 21:55
14619,Hazelwood,Red,TRIANGLE,MO,9/17/1999 22:00
14620,Phoenix,Red,OVAL,AZ,9/17/1999 22:00
14621,Council Bluffs,Red,FLASH,IA,9/17/1999 22:18
14622,Dandridge,RED,TRIANGLE,TN,9/17/1999 22:30
14623,Virginia Beach,Red,FIREBALL,VA,9/17/1999 23:55
14624,New York City,Red,LIGHT,NY,9/18/1999 1:00
14625,Kill Devil Hills,ORANGE,FORMATION,NC,9/18/1999 1:38
14626,Seattle,Red,LIGHT,WA,9/18/1999 6:25
14627,Catalina,Red,SPHERE,AZ,9/18/1999 8:25
14628,East Machias,Red,LIGHT,ME,9/18/1999 9:15
14629,Nashville,Red,CIRCLE,TN,9/18/1999 18:30
14630,John Day,Red,LIGHT,OR,9/18/1999 20:05
14631,Philadelphia,Red,CIRCLE,PA,9/18/1999 21:00
14632,Snohomish,RED,LIGHT,WA,9/18/1999 21:08
14633,Seattle,Red,TRIANGLE,WA,9/19/1999 2:51
14634,Cleveland,Red,CIGAR,TX,9/19/1999 3:00
14635,Tampa,Red,FLASH,FL,9/19/1999 3:06
14636,Santa Barbara,Red,DISK,CA,9/19/1999 8:50
14637,Santa Barbara,Red,OTHER,CA,9/19/1999 8:50
14638,Ashville,Red,OTHER,OH,9/19/1999 11:00
14639,Janesville,Red,LIGHT,WI,9/19/1999 17:00
14640,Bothell,Red,LIGHT,WA,9/19/1999 17:10
14641,Philadelphia,Red,DISK,PA,9/19/1999 20:23
14642,Mission Viejo,RED,LIGHT,CA,9/20/1999 4:00
14643,I-80,Red,CIRCLE,UT,9/20/1999 5:30
14644,Highland Park,Red,TRIANGLE,CA,9/20/1999 10:45
14645,Hattiesburg,Red,SPHERE,MS,9/20/1999 13:00
14646,Barrington,Red,CIGAR,NH,9/20/1999 17:10
14647,Mesa,Red,LIGHT,AZ,9/20/1999 19:00
14648,Silver Fork,Red,SPHERE,CA,9/20/1999 22:30
14649,Denver,Red,LIGHT,CO,9/21/1999 8:00
14650,Hamilton,Red,DISK,MT,9/21/1999 9:10
14651,San Diego,RED,CIRCLE,CA,9/21/1999 18:00
14652,Indianapolis,Red,CHEVRON,IN,9/21/1999 18:45
14653,Spokane,Red,FIREBALL,WA,9/21/1999 18:55
14654,Post Falls,Red,FIREBALL,ID,9/21/1999 19:15
14655,Chatfield,Red,OVAL,TX,9/21/1999 19:30
14656,Columbia Station,Red,DISK,OH,9/21/1999 20:30
14657,Everett,Red,VARIOUS,WA,9/21/1999 20:49
14658,Manassas,Red,CIRCLE,VA,9/22/1999 0:20
14659,LaCygne,Red,VARIOUS,KS,9/22/1999 1:00
14660,Wharton,Red,TRIANGLE,OH,9/22/1999 21:30
14661,Maple Grove,Red,OVAL,MN,9/22/1999 23:45
14662,Millsboro,Red,EGG,DE,9/23/1999 14:00
14663,Victor,Red,FORMATION,ID,9/23/1999 18:25
14664,Whitefish,RED,CIRCLE,MT,9/23/1999 22:00
14665,Hailey,Red,CIRCLE,ID,9/23/1999 22:50
14666,Chico,Red,OTHER,CA,9/24/1999 7:00
14667,Philadelphia,Red,FIREBALL,PA,9/24/1999 18:00
14668,New York,Red,LIGHT,NY,9/24/1999 19:30
14669,Troy,Red,TRIANGLE,MI,9/24/1999 19:30
14670,Euless,Red,LIGHT,TX,9/24/1999 20:30
14671,Lower Lake,Red,TRIANGLE,CA,9/24/1999 22:00
14672,Franklin,RED BLUE,CIRCLE,NC,9/25/1999 2:00
14673,Everett,Red,LIGHT,WA,9/25/1999 19:15
14674,Goldendale,GREEN,CIRCLE,WA,9/25/1999 19:30
14675,Ewen,BLUE,FIREBALL,MI,9/25/1999 20:00
14676,Nashville,Red,CIGAR,TN,9/25/1999 20:00
14677,Riverside,Red,OTHER,CA,9/25/1999 21:20
14678,Duanesburg,Red,LIGHT,NY,9/25/1999 22:00
14679,Las Vegas,Red,DISK,NV,9/25/1999 23:08
14680,Las Vegas,Red,OVAL,NV,9/25/1999 23:08
14681,Lake Oswego,Red,FORMATION,OR,9/25/1999 23:10
14682,La Grande,Red,FIREBALL,OR,9/26/1999 9:30
14683,Bellevue,Red,TRIANGLE,WA,9/26/1999 11:30
14684,Calumet City,Red,CIRCLE,IL,9/26/1999 15:31
14685,Cape Kennedy,Red,OTHER,FL,9/27/1999 14:00
14686,Canby,Red,FORMATION,OR,9/27/1999 19:57
14687,Encino,Red,LIGHT,CA,9/27/1999 20:30
14688,Upper Sandusky,ORANGE,FIREBALL,OH,9/27/1999 21:45
14689,Columbus,Red,LIGHT,OH,9/28/1999 1:20
14690,Scottsdale,Red,DISK,AZ,9/28/1999 18:50
14691,Poca,Red,DISK,WV,9/28/1999 22:00
14692,Lubbock,Red,OTHER,TX,9/29/1999 7:02
14693,Olathe,Red,SPHERE,KS,9/29/1999 15:25
14694,Nashville,Red,FIREBALL,TN,9/29/1999 18:45
14695,Midwest City,RED GREEN,RECTANGLE,OK,9/29/1999 21:10
